track,task_id,recorded_gpt_sol_skill_on,semantic_corrections_gpt_sol_skill_on,fitted_gpt_sol_skill_on,family_gpt_sol_skill_on,recorded_gpt_sol_skill_off,semantic_corrections_gpt_sol_skill_off,fitted_gpt_sol_skill_off,family_gpt_sol_skill_off,recorded_qwen_flash_skill_on,semantic_corrections_qwen_flash_skill_on,fitted_qwen_flash_skill_on,family_qwen_flash_skill_on,recorded_qwen_flash_skill_off,semantic_corrections_qwen_flash_skill_off,fitted_qwen_flash_skill_off,family_qwen_flash_skill_off
property_calculation_basic,property_calculation_basic_001_toluene_aqueous_solvation_free_energy,99.6,99.6,98.78419452887537,99.6,67.0,67.0,0.0,67.0,99.66669999999999,99.66666666666667,98.98682877406281,99.66666666666667,95.3333,95.33333333333334,85.81560283687945,95.33333333333334
property_calculation_basic,property_calculation_basic_002_ethanol_aqueous_solvation_free_energy,86.33330000000001,86.33333333333333,72.66666666666666,86.33333333333333,86.33330000000001,86.33333333333333,72.66666666666666,86.33333333333333,85.0,85.0,70.0,85.0,85.0,85.0,70.0,85.0
property_calculation_basic,property_calculation_basic_003_diethyl_ether_aqueous_solvation_free_energy,88.33330000000001,88.33333333333334,72.22222222222223,88.33333333333334,57.99999999999999,57.999999999999986,0.0,57.999999999999986,96.3333,96.33333333333334,91.26984126984128,96.33333333333334,27.0,27.0,0.0,27.0
property_calculation_basic,property_calculation_basic_004_anisole_aqueous_solvation_free_energy,99.4496,99.44959999999999,98.71100702576112,99.44959999999999,57.3333,57.33333333333335,0.07806401249025319,57.33333333333335,100.0,100.0,100.0,100.0,97.66669999999999,97.66666666666667,94.53551912568308,97.66666666666667
property_calculation_basic,property_calculation_basic_005_nitrobenzene_reduction_potential,85.0,84.99999999999999,84.1772151898734,81.99999999999999,86.66669999999999,86.66666666666664,85.93530239099859,83.99999999999999,76.66669999999999,76.66666666666669,75.38677918424756,72.00000000000001,83.3333,83.33333333333331,82.41912798874822,79.99999999999999
property_calculation_basic,property_calculation_basic_006_tetracyanoethylene_reduction_potential,88.33330000000001,88.33333333333333,87.20760233918129,86.00000000000001,95.0,95.0,94.51754385964912,94.0,8.333300000000001,8.333333333333325,0.0,0.0,88.33330000000001,88.33333333333333,87.20760233918129,86.00000000000001
property_calculation_basic,property_calculation_basic_007_dimethylaniline_oxidation_potential,96.6667,96.66666666666669,87.51560549313365,96.00000000000001,81.6667,81.66666666666667,31.33583021223472,78.0,73.33330000000001,73.33333333333333,0.12484394506865337,68.0,95.0,95.0,81.27340823970036,94.0
property_calculation_basic,property_calculation_basic_008_triphenylamine_oxidation_potential,95.0,95.0,89.99999999999999,94.0,93.3333,93.33333333333333,86.66666666666664,92.0,90.0,89.99999999999999,79.99999999999999,87.99999999999999,95.0,95.0,89.99999999999999,94.0
property_calculation_basic,property_calculation_basic_009_thianthrene_oxidation_potential,58.3333,58.333333333333314,0.07993605115902414,49.99999999999998,70.0,70.0,28.057553956834504,63.99999999999999,91.6667,91.66666666666666,80.0159872102318,89.99999999999999,70.0,70.0,28.057553956834504,63.99999999999999
property_calculation_basic,property_calculation_basic_010_water_dimer_binding_energy,98.33330000000001,98.33333333333334,91.22807017543863,95.00000000000001,98.33330000000001,98.33333333333334,91.22807017543863,95.00000000000001,81.0,81.00000000000001,1.2212453270876722e-13,43.00000000000006,99.0,98.99999999999999,94.73684210526312,96.99999999999997
property_calculation_basic,property_calculation_basic_011_ammonia_dimer_binding_energy,63.73760000000001,63.737576103333325,0.10351543617997949,0.0,89.33330000000001,89.33333333333334,70.61524334251608,68.00000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
property_calculation_basic,property_calculation_basic_012_benzene_t_dimer_binding_energy,91.3333,91.33333333333333,82.66666666666666,73.99999999999997,91.3333,91.33333333333333,82.66666666666666,73.99999999999997,92.3333,92.33333333333333,84.66666666666667,77.0,97.3333,97.33333333333333,94.66666666666667,92.0
property_calculation_basic,property_calculation_basic_013_adenine_thymine_wc_pair_binding_energy,92.0,91.99999999999994,29.203539823008263,75.9999999999998,92.0,91.99999999999994,29.203539823008263,75.9999999999998,100.0,100.0,100.0,100.0,88.66669999999999,88.66666666666667,0.0,66.00000000000001
property_calculation_basic,property_calculation_basic_014_water_methanol_complex_binding_energy,92.6667,92.66666666666664,85.3333333333333,77.99999999999994,92.6667,92.66666666666664,85.3333333333333,77.99999999999994,99.33330000000001,99.33333333333336,98.66666666666669,98.00000000000004,97.66669999999999,97.66666666666666,95.33333333333331,92.99999999999997
property_calculation_basic,property_calculation_basic_015_ethene_ethyne_t_complex_binding_energy,29.5333,29.533333333333335,0.0,0.0,93.3333,93.33333333333333,90.51683262209578,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
property_calculation_basic,property_calculation_basic_016_thiophene_polarizability,99.97279999999999,99.97277341947394,99.94554683894789,99.96596677434243,99.97279999999999,99.97276111367486,99.94552222734973,99.96595139209357,99.9785,99.97846485156137,99.95692970312274,99.9730810644517,99.97540000000001,99.97538840178439,99.9507768035688,99.9692355022305
property_calculation_basic,property_calculation_basic_017_benzene_polarizability,47.1773,47.17725062619711,0.0,33.97156328274639,99.9993,99.99934580816264,99.9987539203098,99.9991822602033,99.99759999999999,99.99764255193753,99.99550962273815,99.99705318992191,100.0,100.0,100.0,100.0
property_calculation_basic,property_calculation_basic_018_octatetraene_polarizability,99.99369999999999,99.99368443094964,99.9756155635121,99.99210553868704,99.9086,99.90864202701292,99.64726651356337,99.88580253376614,74.076,74.07601298293373,0.0,67.59501622866718,100.0,100.0,100.0,100.0
property_calculation_basic,property_calculation_basic_019_dimethyl_sulfoxide_water_dipole_moment,100.0,100.0,100.0,100.0,99.9474,99.94738226782424,99.89476453564848,99.90791896869243,99.8421,99.84214680347276,99.68429360694553,99.72375690607733,99.7895,99.789529071297,99.57905814259401,99.63167587476975
property_calculation_basic,property_calculation_basic_020_cis_dichloroethene_dipole_moment,99.696,99.69604863221885,99.39209726443768,99.46808510638297,99.696,99.69604863221885,99.39209726443768,99.46808510638297,99.696,99.69604863221885,99.39209726443768,99.46808510638297,99.696,99.69604863221885,99.39209726443768,99.46808510638297
property_calculation_basic,property_calculation_basic_021_acetonitrile_dipole_moment,99.85159999999999,99.85157699443415,99.70315398886831,99.74025974025977,99.85159999999999,99.85157699443415,99.70315398886831,99.74025974025977,99.9258,99.92578849721707,99.85157699443415,99.87012987012989,100.0,100.0,100.0,100.0
property_calculation_basic,property_calculation_basic_022_naphthalene_bridge_bond_order,99.9201,99.92014055262739,99.84028110525477,99.9,99.99900000000001,99.9990416866315,99.998083373263,99.99879999999996,100.0,100.0,100.0,100.0,99.9601,99.9600702763137,99.92014055262739,99.95
property_calculation_basic,property_calculation_basic_023_dimethyl_sulfone_so_bond_order,93.229,93.22900993078545,86.45801986157089,88.75000000000001,99.99080000000001,99.99084989467349,99.98169978934696,99.9847971,99.9699,99.96990671080349,99.939813421607,99.95,99.9699,99.96990671080349,99.939813421607,99.95
property_calculation_basic,property_calculation_basic_024_methyl_nitrate_no_bond_order,99.5695,99.56952216960825,97.83679482215203,99.6,80.1003,80.10034536067117,0.0017354807597014243,81.50924090913566,99.5695,99.56952216960825,97.83679482215203,99.6,99.5695,99.56952216960825,97.83679482215203,99.6
property_calculation_basic,property_calculation_basic_025_phenol_surface_esp_minimum,34.6869,34.68689788053948,0.0,0.0,99.1536,99.15360970327552,98.69986129535408,98.24289374399996,99.51830000000001,99.51830443159922,99.26006825130449,98.99999999999999,34.5857,34.58574181117532,0.0,0.0
property_calculation_basic,property_calculation_basic_026_nitrobenzene_vdw_surface_area,99.9335,99.93346640053234,99.8427101667431,99.86693280106465,99.9335,99.93346640053234,99.8427101667431,99.86693280106465,57.418499999999995,57.41849634065199,0.0,14.836992681303984,50.432500000000005,50.43246839654023,0.0,0.8649367930804619
property_calculation_basic,property_calculation_basic_027_pyrrole_surface_esp_variance,97.5957,97.59567220997796,97.17470294944532,97.19495091164096,97.5957,97.59567220997796,97.17470294944532,97.19495091164096,14.806700000000001,14.806651973552377,0.0,0.6077606358111165,0.0,0.0,0.0,0.0
property_calculation_basic,property_calculation_basic_028_urea_crystal_density,93.9122,93.91222805701427,87.82445611402854,87.82445611402854,93.99849999999999,93.99849962490622,87.99699924981245,87.99699924981245,92.49810000000001,92.49812453113277,84.99624906226555,84.99624906226555,93.99849999999999,93.99849962490622,87.99699924981245,87.99699924981245
property_calculation_basic,property_calculation_basic_029_tnt_crystal_density,94.152,94.15204678362574,88.30409356725146,88.30409356725146,94.152,94.15204678362574,88.30409356725146,88.30409356725146,94.152,94.15204678362574,88.30409356725146,88.30409356725146,94.152,94.15204678362574,88.30409356725146,88.30409356725146
property_calculation_basic,property_calculation_basic_030_picric_acid_crystal_density,94.59309999999999,94.59311851447295,89.18623702894591,89.18623702894591,94.0743,94.07427635172036,88.14855270344071,88.14855270344071,93.9924,93.99235390496996,87.9847078099399,87.9847078099399,93.9924,93.99235390496996,87.9847078099399,87.9847078099399
property_calculation_basic,property_calculation_basic_031_allyl_radical_c1_spin_density,95.8365,95.83646616541355,91.67293233082708,95.57000000000001,95.82469999999999,95.82471804511279,91.64943609022559,95.5575,95.8647,95.86466165413535,91.72932330827071,95.60000000000002,95.8365,95.83646616541355,91.67293233082708,95.57000000000001
property_calculation_basic,property_calculation_basic_032_benzyl_radical_para_c_spin_density,93.049,93.04900332225915,78.21004176256785,91.63100000000001,93.0735,93.07352708347177,78.28691875696481,91.66052660850002,68.1894,68.18936877076412,0.2801528864078917,61.7,93.02329999999999,93.0232558139535,78.12932857038713,91.60000000000001
property_calculation_basic,property_calculation_basic_033_phenoxy_radical_o_spin_density,91.0102,91.01017498230462,88.86019204746545,85.07689047062566,19.2908,19.29075330608456,0.0,0.0,90.9639,90.96385542168674,88.80279482241231,84.99999999999999,90.994,90.99397590361444,88.84011883967094,85.04999999999998
property_calculation_basic,property_calculation_basic_034_indole_c3_fukui_minus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.86840000000001,99.86842105263158,99.73684210526315,99.8
property_calculation_basic,property_calculation_basic_035_chloronitrobenzene_c_fukui_plus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,98.00000000000001,96.00000000000001,97.80000000000001
property_calculation_basic,property_calculation_basic_036_furfural_carbonyl_c_fukui_plus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.5714,98.57142857142857,97.14285714285714,98.0,98.5714,98.57142857142857,97.14285714285714,98.0
property_calculation_basic,property_calculation_basic_037_benzene_standard_entropy,95.7476,95.74764187413022,91.49528374826043,89.00000000000006,95.7476,95.74764187413022,91.49528374826043,89.00000000000006,95.7476,95.74764187413022,91.49528374826043,89.00000000000006,96.1342,96.13421988557295,92.26843977114589,90.00000000000009
property_calculation_basic,property_calculation_basic_038_acetonitrile_standard_entropy,97.69640000000001,97.69638332181529,95.3927666436306,94.66666666666677,98.1283,98.12831144897496,96.25662289794991,95.66666666666683,100.0,100.0,100.0,100.0,95.82469999999999,95.82469477079016,91.6493895415803,90.33333333333337
